"ID"	"kmer_coverage"	"bioproject"	"biosample"	"bioproject_title"	"bioproject_description"	"refs"	"sample_acc"	"assay_type"	"center_name"	"experiment"	"sample_name"	"organism"	"longitude"	"latitude"	"selected_location"	"locations"	"disease_source"	"disease_text"	"do_label"	"do_id"	"tissue"	"tissue_source"	"tissue_text"	"bto_id"	"contigs_n50"	"contigs_nbseq"	"contigs_maxlen"	"contigs_sumlen"	"unitigs_n50"	"unitigs_nbseq"	"unitigs_maxlen"	"unitigs_sumlen"	"instrument"	"librarylayout"	"libraryselection"	"librarysource"	"library_name"	"platform"	"sra_study"	"releasedate"	"mbytes"	"avgspotlen"	"mbases"	"biosamplemodel_sam"	"collection_date_sam"	"location_count"	"location_avg_coverage"	"location_max_coverage"	"location_min_coverage"	"location_med_coverage"
"ERR2854967"	"1"	"PRJEB25401"	"SAMEA5041695"	"Long-read Sequencing Dataset of Varicella Zoster Virus"	"To assess the transcriptional capacity of the Human herpesvirus 3 (HHV3), total RNA was isolated from from HHV3 infected MRC-5 (human lung fibroblast) cells and reverse transcribed using SuperScript IV using oligo(dT) primers for either the poly(A)-selected fraction or CAP-selected fraction. cDNAs were sequenced using the Oxford Nanopore’s MinION cDNA sequencing platform."	"PMC:6198048"	"ERS2853436"	"RNA-Seq"	"UNIVERSITY OF SZEGED"	"ERX2861556"	"SAMEA5041695"	"Human alphaherpesvirus 3"	"20.15911"	"46.23163"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"32"	"1303849"	"1237"	"47429584"	"33"	"14555245"	"257"	"504829601"	"MinION"	"SINGLE"	"other"	"TRANSCRIPTOMIC"	"Targeted sequencing"	"OXFORD_NANOPORE"	"ERP107313"	"2018-10-25T00:00:00"	"1122"	"776"	"1420"	""	""	"2"	"0.82"	"1"	"0.64"	"0.82"
"SRR1811867"	"1"	"PRJNA273099"	"SAMN03339511"	"The 1KITE project: evolution of insects"	"Insects are one of the most species-rich groups of metazoan organisms. They play a pivotal role in most non-marine ecosystems and many insect species are of enormous economical and medical importance. Unraveling the evolution of insects is essential for understanding how life in terrestrial and limnic environments evolved. The 1KITE (1K Insect Transcriptome Evolution) project aims to study the transcriptomes (that is the entirety of expressed genes) of 1,000 insect species encompassing all recognized insect orders. For each species, so-called ESTs (Expressed Sequence Tags) will be produced using next generation sequencing techniques (NGS). The expected data will allow inferring for the first time a robust phylogenetic backbone tree of insects. Furthermore, the project includes the development of new software for data quality assessment and analysis."	""	"SRS851449"	"EST"	"ZMB"	"SRX884421"	"INSofmTBURAAPEI-109 - Hemerobius nitidulus"	"Hemerobius nitidulus"	"15.51942"	"48.3961"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [16.36842, 48.20263], ""geo_loc_name"": [""15.51942"", ""48.3961""]}"	""	""	""	""	""	""	""	""	"366"	"173866"	"5835"	"29259024"	"47"	"3745206"	"1346"	"175153340"	"Illumina HiSeq 2000"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	"INSofmTBURAAPEI-109"	"ILLUMINA"	"SRP055260"	"2020-06-04T00:00:00"	"2048"	"300"	"3103"	"Invertebrate"	"2012-09-01"	"1"	"1"	"1"	"1"	"1"
"ERR1512383"	"1"	"PRJEB14639"	"SAMEA4058354"	"Deep-sequencing of distinct preparations of the live-attenuated VZV vaccine reveals a conserved core of attenuating SNPs"	"The continued success of the live-attenuated varicella zoster virus vaccine in preventing varicella and herpes zoster is well documented, as are many of the mutations that contribute to the attenuation of the vOka virus for replication in skin. At least three different preparations of vOKa are marketed. Here, we show using deep sequencing of seven batches of vOka vaccine (including ZostaVax, VariVax, VarilRix and the Oka/Biken working seed) from three different manufacturers (VariVax, GSK and Biken) that  137 SNP mutations are present in all vaccine batches. This includes six sites at which the vaccine allele is fixed or near-fixation which we speculate are likely to be important for attenuation. We additionally show that despite differences in the vaccine populations between preparations, batch to batch variation is minimal, as is the number and frequency of mutations unique to individual batches.  This suggests that the vaccine manufacturing processes are not introducing new mutations and notwithstanding the mixture of variants present, VZV live vaccines are extremely stable."	"PMC:5021409"	"ERS1229464"	"Targeted-Capture"	"UNIVERSITY COLLEGE LONDON"	"ERX1583410"	"SAMEA4058354"	"Human alphaherpesvirus 3"	"-0.13466"	"51.52462"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"33"	"233558"	"2171"	"8503237"	"34"	"1223586"	"575"	"45112351"	"Illumina MiSeq"	"PAIRED"	"other"	"GENOMIC"	"vOkaSeed"	"ILLUMINA"	"ERP016293"	"2016-07-12T00:00:00"	"231"	"502"	"416"	""	""	"12"	"1"	"1"	"1"	"1"
"SRR23991656"	"1"	"PRJNA949617"	"SAMN33950834"	"Lack of strong innate immune reactivity renders macrophages alone unable to control productive Varicella-Zoster Virus infection in an isogenic human iPSC-derived neuronal co-culture model."	"With Varicella-Zoster Virus (VZV) being an exclusive human pathogen, human induced pluripotent stem cell (hiPSC)-derived neural cell culture models are an emerging tool to investigate VZV neuro-immune interactions. Using a compartmentalized hiPSC-derived neuronal model allowing axonal VZV infection, we previously demonstrated that paracrine interferon (IFN)-α2 signalling is required to activate a broad spectrum of interferon-stimulated genes able to counteract a productive VZV infection in hiPSC-neurons. In this new study, we now investigated whether innate immune signalling by VZV-challenged macrophages was able to orchestrate an antiviral immune response in VZV-infected hiPSC-neurons. In order to establish an isogenic hiPSC-neuron / hiPSC-macrophage co-culture model, hiPSC-macrophages were generated and characterised for phenotype, gene expression, cytokine production and phagocytic capacity. Even though immunological competence of hiPSC-macrophages was shown following stimulation with the VZV mimic poly(dA:dT) or treatment with IFN-α2, hiPSC-macrophages in co-culture with VZV-infected hiPSC-neurons were unable to mount an antiviral immune response capable of suppressing a productive neuronal VZV infection. Subsequently, a comprehensive RNA-Seq analysis confirmed the lack of strong immune responsiveness by hiPSC-neurons and hiPSC-macrophages upon, respectively, VZV infection or challenge. This may suggest the need of other cell types, like T-cells or other innate immune cells, to (co-)orchestrate an efficient antiviral immune response against VZV-infected neurons.Overall design: We generated bulk RNA-seq samples from both hiPSC-neurons and hiPSC-macrophages, stimulated with the pro-inflammatory pdAT or cell-free VZV-eGFP/ORF23."	"PubMed:37287975"	"SRS17157613"	"RNA-Seq"	"VACCINE AND INFECTIOUS DISEASE INSTITUTE (VAXINFECTIO), UNIVERSITY OF ANTWERP"	"SRX19795191"	"GSM7120117"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"32"	"444078"	"615"	"15706155"	"32"	"1865605"	"390"	"66775854"	"NextSeq 500"	"SINGLE"	"cDNA"	"TRANSCRIPTOMIC"	"GSM7120117"	"ILLUMINA"	"SRP429741"	"2023-04-19T00:00:00"	"107"	"148"	"251"	""	""	"0"	""	""	""	""
"SRR4019618"	"1"	"PRJNA338650"	"SAMN05560330"	"Cell responses to dysregulated VZV-induced cell-cell fusion"	"The highly conserved herpesvirus glycoprotein complex, gB/gH-gL, mediates membrane fusion during virion entry and cell-cell fusion.  Varicella-zoster virus (VZV) characteristically forms multi-nucleated cells, or syncytia, during the infection of human tissues but little is known about this process.  The cytoplasmic domain of VZV gB (gBcyt) has been implicated in cell-cell fusion regulation because a gB[Y881F] substitution causes hyperfusion.  The gBcyt regulation is necessary for VZV pathogenesis as the hyperfusogenic mutant gB[Y881F] is severely attenuated in human skin xenografts.  In this study, gBcyt regulated fusion was investigated by comparing melanoma cells infected with wild type-like VZV or hyperfusogenic mutants.  The gB[Y881F] mutant exhibited dramatically accelerated syncytia formation in melanoma cells caused by fusion of infected cells with many uninfected cells, increased cytoskeleton reorganization and rapid displacement of nuclei to dense central structures when compared to pOka using live cell confocal microscopy.  VZV and human transcriptomes were concurrently investigated using RNA-seq to identify viral and cellular responses induced when the gBcyt regulation was disrupted by the gB[Y881F] substitution.  The expression of four vital VZV genes, ORF61 and glycoproteins, gC, gE and gI, was significantly reduced at 36 hours post infection for the hyperfusogenic mutants.  Importantly, hierarchical clustering demonstrated an association of differential gene expression with dysregulated gBcyt-mediated fusion.  A subset of Ras GTPase genes linked to membrane remodeling were upregulated in cells infected with the hyperfusogenic mutants.  These data implicate the gBcyt in the regulation gB fusion function that, if unmodulated, triggers cellular processes leading to hyperfusion that attenuates VZV infection.Overall design: Biological duplicates from 3 time points (12, 24 and 36 hours post infection) of uninfected MeWo cells or MeWo cells infected with varicella-zoster virus strain pOka or mutants gB[Y881F], gB[Y920F] or gB[Y881/920F]"	"PubMed:27795423"	"SRS1610265"	"RNA-Seq"	"GEO"	"SRX2013138"	"GSM2267751"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"590"	"44532"	"8250"	"14699260"	"56"	"980546"	"2644"	"58049622"	"Illumina HiSeq 2000"	"SINGLE"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP081284"	"2017-03-01T00:00:00"	"601"	"51"	"945"	""	""	"0"	""	""	""	""
"ERR244042"	"1"	"PRJEB2768"	"SAMEA1709546"	"Herpesvirus_whole_genome_sequencing"	"Very little is known about genome diversity of herpesviruses and there are currently very few genome sequences in Genbank. Whole genome sequencing of large DNA viruses is complicated by the difficulty in separating virus DNA from human DNA. In this project we will address this issue by using Agilent SureSelect technology and Illumina deep sequencing to sequence several members of the herpesvirus family, including Epstein Barr virus (EBV, HHV4), Kaposi’s sarcoma associated herpesvirus (KSHV, HHV8) and varicella zoster virus (VZV, HHV3). We have designed custom baits to the available reference sequences and will use these to pull out virus sequence from host DNA and then Illumina sequence the captured virus DNA. The short read data will be assembled into a genome consensus sequence for each virus and importantly, allow analysis of virus minority species, which may be important for pathogenesis.  We will use a range of samples including DNA from cell lines latently infected with either EBV or KSHV or both viruses. These data will enable an initial estimation of genome diversity and highlight differences at the genetic level between EBV and KSHV from different cell lines. Further studies will generate herpesvirus genome sequences from clinical samples, including varicella, Kaposi’s sarcoma and nasopharyngeal carcinoma to investigate virus genetic diversity and pathogenic determinants.  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-lymphocryptovirus  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-rhadinovirus  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-simplexvirus"	"PMC:11943181,8235469"	"ERS074871"	"WGS"	"SC"	"ERX218576"	"SAMEA1709546"	"Human alphaherpesvirus 3"	"-81.04537"	"33.99882"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"32"	"266318"	"1161"	"9248479"	"33"	"1541391"	"543"	"53641468"	"Illumina HiSeq 2000"	"PAIRED"	"RANDOM"	"GENOMIC"	"2674247"	"ILLUMINA"	"ERP001026"	"2013-06-13T00:00:00"	"1274"	"200"	"1802"	""	""	"37"	"0.98"	"1"	"0.6"	"1"
"ERR244060"	"1"	"PRJEB2768"	"SAMEA1709613"	"Herpesvirus_whole_genome_sequencing"	"Very little is known about genome diversity of herpesviruses and there are currently very few genome sequences in Genbank. Whole genome sequencing of large DNA viruses is complicated by the difficulty in separating virus DNA from human DNA. In this project we will address this issue by using Agilent SureSelect technology and Illumina deep sequencing to sequence several members of the herpesvirus family, including Epstein Barr virus (EBV, HHV4), Kaposi’s sarcoma associated herpesvirus (KSHV, HHV8) and varicella zoster virus (VZV, HHV3). We have designed custom baits to the available reference sequences and will use these to pull out virus sequence from host DNA and then Illumina sequence the captured virus DNA. The short read data will be assembled into a genome consensus sequence for each virus and importantly, allow analysis of virus minority species, which may be important for pathogenesis.  We will use a range of samples including DNA from cell lines latently infected with either EBV or KSHV or both viruses. These data will enable an initial estimation of genome diversity and highlight differences at the genetic level between EBV and KSHV from different cell lines. Further studies will generate herpesvirus genome sequences from clinical samples, including varicella, Kaposi’s sarcoma and nasopharyngeal carcinoma to investigate virus genetic diversity and pathogenic determinants.  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-lymphocryptovirus  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-rhadinovirus  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-simplexvirus"	"PMC:11943181,8235469"	"ERS074889"	"WGS"	"SC"	"ERX218594"	"SAMEA1709613"	"Human alphaherpesvirus 3"	"-81.04537"	"33.99882"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"60"	"29144"	"3534"	"1650596"	"36"	"453495"	"763"	"19397633"	"Illumina HiSeq 2000"	"PAIRED"	"RANDOM"	"GENOMIC"	"2674289"	"ILLUMINA"	"ERP001026"	"2013-06-13T00:00:00"	"316"	"200"	"494"	""	""	"37"	"0.98"	"1"	"0.6"	"1"
"ERR244069"	"1"	"PRJEB2768"	"SAMEA1709536"	"Herpesvirus_whole_genome_sequencing"	"Very little is known about genome diversity of herpesviruses and there are currently very few genome sequences in Genbank. Whole genome sequencing of large DNA viruses is complicated by the difficulty in separating virus DNA from human DNA. In this project we will address this issue by using Agilent SureSelect technology and Illumina deep sequencing to sequence several members of the herpesvirus family, including Epstein Barr virus (EBV, HHV4), Kaposi’s sarcoma associated herpesvirus (KSHV, HHV8) and varicella zoster virus (VZV, HHV3). We have designed custom baits to the available reference sequences and will use these to pull out virus sequence from host DNA and then Illumina sequence the captured virus DNA. The short read data will be assembled into a genome consensus sequence for each virus and importantly, allow analysis of virus minority species, which may be important for pathogenesis.  We will use a range of samples including DNA from cell lines latently infected with either EBV or KSHV or both viruses. These data will enable an initial estimation of genome diversity and highlight differences at the genetic level between EBV and KSHV from different cell lines. Further studies will generate herpesvirus genome sequences from clinical samples, including varicella, Kaposi’s sarcoma and nasopharyngeal carcinoma to investigate virus genetic diversity and pathogenic determinants.  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-lymphocryptovirus  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-rhadinovirus  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-simplexvirus"	"PMC:11943181,8235469"	"ERS074865"	"WGS"	"SC"	"ERX218603"	"SAMEA1709536"	"Human alphaherpesvirus 3"	"-81.04537"	"33.99882"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"34"	"22108"	"700"	"853333"	"39"	"443797"	"496"	"17326975"	"Illumina HiSeq 2000"	"PAIRED"	"RANDOM"	"GENOMIC"	"2674241"	"ILLUMINA"	"ERP001026"	"2013-06-13T00:00:00"	"248"	"200"	"527"	""	""	"37"	"0.98"	"1"	"0.6"	"1"
"SRR157491"	"1"	""	"SAMN00254026"	""	""	""	"SRS183295"	"WGS"	"UCL"	"SRX052997"	"VZV strain 79A"	"Human herpesvirus 3"	""	""	""	""	""	""	""	""	""	""	""	""	"45"	"18678"	"3128"	"861329"	"39"	"1185080"	"687"	"47774267"	"Illumina Genome Analyzer IIx"	"PAIRED"	"PCR"	"GENOMIC"	"79A"	"ILLUMINA"	"SRP006178"	"2012-01-18T00:00:00"	"995"	"108"	"1692"	""	""	"0"	""	""	""	""
"ERR244051"	"1"	"PRJEB2768"	"SAMEA1709570"	"Herpesvirus_whole_genome_sequencing"	"Very little is known about genome diversity of herpesviruses and there are currently very few genome sequences in Genbank. Whole genome sequencing of large DNA viruses is complicated by the difficulty in separating virus DNA from human DNA. In this project we will address this issue by using Agilent SureSelect technology and Illumina deep sequencing to sequence several members of the herpesvirus family, including Epstein Barr virus (EBV, HHV4), Kaposi’s sarcoma associated herpesvirus (KSHV, HHV8) and varicella zoster virus (VZV, HHV3). We have designed custom baits to the available reference sequences and will use these to pull out virus sequence from host DNA and then Illumina sequence the captured virus DNA. The short read data will be assembled into a genome consensus sequence for each virus and importantly, allow analysis of virus minority species, which may be important for pathogenesis.  We will use a range of samples including DNA from cell lines latently infected with either EBV or KSHV or both viruses. These data will enable an initial estimation of genome diversity and highlight differences at the genetic level between EBV and KSHV from different cell lines. Further studies will generate herpesvirus genome sequences from clinical samples, including varicella, Kaposi’s sarcoma and nasopharyngeal carcinoma to investigate virus genetic diversity and pathogenic determinants.  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-lymphocryptovirus  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-rhadinovirus  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-simplexvirus"	"PMC:11943181,8235469"	"ERS074880"	"WGS"	"SC"	"ERX218585"	"SAMEA1709570"	"Human alphaherpesvirus 3"	"-81.04537"	"33.99882"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"41"	"24686"	"1760"	"1178458"	"35"	"1240178"	"737"	"47275025"	"Illumina HiSeq 2000"	"PAIRED"	"RANDOM"	"GENOMIC"	"2674272"	"ILLUMINA"	"ERP001026"	"2013-06-13T00:00:00"	"1233"	"200"	"2639"	""	""	"37"	"0.98"	"1"	"0.6"	"1"
"ERR244040"	"1"	"PRJEB2768"	"SAMEA1709612"	"Herpesvirus_whole_genome_sequencing"	"Very little is known about genome diversity of herpesviruses and there are currently very few genome sequences in Genbank. Whole genome sequencing of large DNA viruses is complicated by the difficulty in separating virus DNA from human DNA. In this project we will address this issue by using Agilent SureSelect technology and Illumina deep sequencing to sequence several members of the herpesvirus family, including Epstein Barr virus (EBV, HHV4), Kaposi’s sarcoma associated herpesvirus (KSHV, HHV8) and varicella zoster virus (VZV, HHV3). We have designed custom baits to the available reference sequences and will use these to pull out virus sequence from host DNA and then Illumina sequence the captured virus DNA. The short read data will be assembled into a genome consensus sequence for each virus and importantly, allow analysis of virus minority species, which may be important for pathogenesis.  We will use a range of samples including DNA from cell lines latently infected with either EBV or KSHV or both viruses. These data will enable an initial estimation of genome diversity and highlight differences at the genetic level between EBV and KSHV from different cell lines. Further studies will generate herpesvirus genome sequences from clinical samples, including varicella, Kaposi’s sarcoma and nasopharyngeal carcinoma to investigate virus genetic diversity and pathogenic determinants.  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-lymphocryptovirus  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-rhadinovirus  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-simplexvirus"	"PMC:11943181,8235469"	"ERS074862"	"WGS"	"SC"	"ERX218574"	"SAMEA1709612"	"human gammaherpesvirus 4"	"-81.04537"	"33.99882"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"87"	"11123"	"7767"	"773120"	"36"	"620690"	"442"	"23870396"	"Illumina HiSeq 2000"	"PAIRED"	"RANDOM"	"GENOMIC"	"2674238"	"ILLUMINA"	"ERP001026"	"2013-03-23T00:00:00"	"271"	"200"	"452"	""	""	"37"	"0.98"	"1"	"0.6"	"1"
"ERR6150240"	"1"	"PRJEB45678"	"SAMEA8946462"	"A Variant allele in Varicella-Zoster Virus Glycoprotein B, Selected during Production of the Varicella Vaccine, Contributes to its Attenuation"	"Attenuation of the live varicella Oka vaccine (vOka) has been attributed to mutations in the genome acquired during cell culture passage of pOka (parent strain); however, the precise mechanisms of attenuation remain unknown. Comparative sequence analyses of several vaccine batches showed that over 100 single-nucleotide polymorphisms (SNPs) are conserved across all vaccine batches; six SNPs are fixed or nearly fixed, suggesting that these SNPs are responsible for attenuation. By contrast, prior analysis of chimeric vOka and pOka recombinants indicates that loci other than these six SNPs contribute to attenuation. Here, we report that pOka consists of a heterogenous population of virus sequences with two nearly equally represented bases, G or A, at nucleotide 2096 of ORF31 which encodes glycoprotein B (gB) resulting in arginine (R) or glutamine (Q), respectively, at amino acid 699 of gB. While 2096A/699Q is dominant in vOka (99.99 to 100%). gB699Q/gH/gL showed significantly less fusion activity than gB699R/gH/gL in a cell-based fusion assay. Recombinant pOka with gB-669Q (rpOka-gB699Q) had a similar growth phenotype as vOka during lytic infection in cell culture; however, rpOka-gB699R showed a growth phenotype similar to pOka. rpOka-gB699R entered neurons from axonal terminals more efficiently than rpOka-gB699Q in the presence of cell membrane-derived vesicles containing gB. Strikingly, when a mixture of pOka with both alleles equally represented was used to infect human neurons from axon terminals, pOka with gB699R was dominant for virus entry. These results identify a variant allele in gB that contributes to attenuation of vOka."	"PMC:9426484"	"ERS6629236"	"WGS"	"NEW YORK UNIVERSITY SCHOOL OF MEDICINE"	"ERX5787064"	"SAMEA8946462"	"Human alphaherpesvirus 3"	"-73.9743"	"40.7423"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"183"	"407557"	"8404"	"50653778"	"104"	"2016974"	"660"	"136500797"	"NextSeq 550"	"PAIRED"	"RANDOM"	"GENOMIC"	"pOka_14d_latency_rep1"	"ILLUMINA"	"ERP129818"	"2021-10-04T00:00:00"	"268"	"351"	"466"	""	""	"22"	"0.98"	"1"	"0.66"	"1"
"SRR8069691"	"1"	"PRJNA497243"	"SAMN10251233"	"RNA-Sequencing data of Varicella Zoster Virus (VZV)-infected human dermal fibroblasts (HDF)"	"RNA profiles of HDF infected with various VZV strains were generated by High-throughput sequencing using Illumina Hi-seq 2500Overall design: Investigation of host immune response differences in response to infection with clinical VZV and vaccine VZV."	"PubMed:31658769"	"SRS3944509"	"RNA-Seq"	"GEO"	"SRX4897983"	"GSM3433679"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"842"	"247915"	"12525"	"55106664"	"57"	"3466567"	"5109"	"193728823"	"Illumina HiSeq 2500"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP165984"	"2018-10-19T00:00:00"	"2274"	"202"	"4532"	""	""	"0"	""	""	""	""
"SRR7754050"	"1"	"PRJNA324581"	"SAMN05713721"	"Clinical sequencing Metagenome Metagenomic assembly"	"Metagenomic sequencing of samplings from clinical infections. Sample types include stool, nasopharynx, skin, etc."	""	"SRS1658277"	"WGS"	"WASHINGTON UNIVERSITY SCHOOL OF MEDICINE"	"SRX4609941"	"H_LA-CC19.4-1"	"viral metagenome"	"-90.19956"	"38.62775"	"geo_loc_name"	"{""geo_loc_name_sam"": [-90.19956, 38.62775], ""geo_loc_name_country_calc"": [""-77.03196"", ""38.89036""]}"	""	""	""	""	""	""	""	""	"151"	"5282"	"2539"	"392349"	"34"	"145726"	"1034"	"5729500"	"Illumina HiSeq 2500"	"PAIRED"	"RANDOM"	"METAGENOMIC"	"H_LA-CC19.4-1"	"ILLUMINA"	"SRP083744"	"2018-08-24T00:00:00"	"35"	"118"	"98"	"Metagenome or environmental"	""	"7"	"0.87"	"1"	"0.53"	"1"
"ERR2182872"	"1"	"PRJEB23238"	"SAMEA104360601"	"A unique spliced varicella-zoster virus latency transcript represses expression of the viral transactivator gene 61"	"During primary infection, neurotropic alphaherpesviruses (αHVs) gain access to neurons in sensory and cranial ganglia establishing lifelong latent infection from which they can later reactivate to cause debilitating disease. For most αHVs, including the best-studied herpes simplex type 1 ( HSV-1), viral latency is characterized by expression of a single or restricted set of transcripts that map antisense to the open reading frame (ORF) homologous to the major HSV immediate early viral transactivator, ICP0. These latency transcripts, either directly or through encoded miRNAs or proteins, repress expression of the ICP0 orthologues. The exception is varicella-zoster virus (VZV), an αHV which infects over 90% of adults and for which neither a canonical latency transcript1, nor a putative mechanism for repressing lytic transcription during latency have been identified. Here, we describe the discovery and functional characterization of a VZV latency transcript (VLT), that maps antisense to VZV ORF 61 (the VZV ICP0 homologue9,10), and which is consistently expressed in neurons of latently infected human trigeminal ganglia (TG). VLT encodes a protein with late kinetics during lytic VZV infection in vitro and in zoster skin lesions. Whereas multiple alternatively spliced VLT isoforms are expressed during lytic VZV infection, a single unique VLT isoform that specifically suppresses ORF61 gene expression predominates in latently VZV-infected human TG. The discovery of VLT directly unifies the latent VZV transcription program with those of better-characterized αHVs, removing longstanding barriers to understanding VZV latency and paving the way for research into the development of vaccines that do not establish latency or reactivate, and drugs that eradicate latent VZV."	"PMC:5862956"	"ERS1985579"	"RNA-Seq"	"UNIVERSITY COLLEGE LONDON"	"ERX2239039"	"SAMEA104360601"	"Homo sapiens"	"-0.13466"	"51.52462"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"263"	"2870"	"3570"	"421797"	"34"	"4609967"	"177"	"157949584"	"NextSeq 550"	"PAIRED"	"unspecified"	"TRANSCRIPTOMIC"	"unspecified"	"ILLUMINA"	"ERP104977"	"2017-12-28T00:00:00"	"1271"	"68"	"2993"	""	""	"12"	"1"	"1"	"1"	"1"
"ERR338419"	"1"	"PRJEB4204"	"SAMEA2148322"	"VZV infection of primary keratinocytes"	"Our aim was to investigate the interaction between epidermal differentiation and VZV infection.  By means of a calcium-induced keratinocyte differentiation model and RNA-seq we show VZV infection has a profound effect on differentiating keratinocytes and hijacks the normal process of epidermal gene expression to generate a signature resembling patterns of gene expression seen in both heritable and acquired skin-blistering disorders.  Analysis of the viral transcriptome provides evidence that VZV replication in skin is tightly linked to differentiation and critically, that late viral gene expression is associated with cellular differentiation.  The experiment was performed on human primary keratinocytes under four conditions: undifferentiated/uninfected,  uninfected/differentiated, VZV-infected/undifferentiated and VZV-infected/differentiated."	""	"ERS317043"	"RNA-Seq"	"UCL-Gen"	"ERX278719"	"SAMEA2148322"	"Homo sapiens"	"-0.13466"	"51.52462"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"286"	"8462"	"3346"	"1390322"	"36"	"2513051"	"326"	"90468962"	"Illumina Genome Analyzer IIx"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	"KCV3"	"ILLUMINA"	"ERP003467"	"2014-05-30T00:00:00"	"836"	"65"	"1202"	""	""	"12"	"1"	"1"	"1"	"1"
"SRR15524190"	"1"	"PRJNA734644"	"SAMN20822609"	"Raw sequence reads for human plasma cfDNA samples positive with multiple DNA viruses"	"Fragment size-based enrichment of viral sequences in plasma cell-free DNA"	"PMC:9127460"	"SRS9837247"	"WGS"	"UNIVERSITY OF WASHINGTON"	"SRX11822969"	"VZV062"	"Human alphaherpesvirus 3"	"-122.32945"	"47.60357"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name"": [""-122.32945"", ""47.60357""]}"	""	""	""	""	""	""	""	""	"32"	"646140"	"3220"	"23965151"	"46"	"30598193"	"542"	"1312642677"	"NextSeq 550"	"PAIRED"	"RANDOM"	"GENOMIC"	"=LEFT(L33,FIND(""_"",L33)-1)"	"ILLUMINA"	"SRP333243"	"2021-08-19T00:00:00"	"1594"	"102"	"5130"	"Pathogen.cl"	""	"7"	"0.92"	"1"	"0.53"	"1"
